,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,Año,Terrorismo,Delitos Sexuales,Homicidios,Amenazas,Extorsion,Secuestro,Poblacion,Total,Indice100k
4204,CÓRDOBA,MONTERÍA (CT),23001,2012,,32.0,93.0,3.0,25.0,1.0,457571,154,33.65597907210029
4205,CÓRDOBA,MONTERÍA (CT),23001,2013,,253.0,103.0,,50.0,,462946,406,87.69921329917528
4206,CÓRDOBA,MONTERÍA (CT),23001,2014,,195.0,122.0,717.0,44.0,,468171,1078,230.25774770329645
4207,CÓRDOBA,MONTERÍA (CT),23001,2015,,288.0,86.0,711.0,72.0,,473413,1157,244.39548554855907
4208,CÓRDOBA,MONTERÍA (CT),23001,2016,,247.0,97.0,763.0,73.0,2.0,478806,1182,246.86407438503275
4209,CÓRDOBA,MONTERÍA (CT),23001,2017,,340.0,66.0,658.0,75.0,2.0,484400,1141,235.5491329479769
4210,CÓRDOBA,MONTERÍA (CT),23001,2018,,362.0,91.0,1443.0,73.0,,490935,1969,401.0714249340544
4211,CÓRDOBA,MONTERÍA (CT),23001,2019,,305.0,91.0,1186.0,82.0,,498858,1664,333.5618552774537
4212,CÓRDOBA,MONTERÍA (CT),23001,2020,,272.0,70.0,551.0,43.0,1.0,505334,937,185.42191896844463
4213,CÓRDOBA,MONTERÍA (CT),23001,2021,,506.0,66.0,840.0,36.0,,509558,1448,284.1678474285557
4214,CÓRDOBA,AYAPEL,23068,2012,,2.0,21.0,,2.0,,47474,25,52.660403589333114
4215,CÓRDOBA,AYAPEL,23068,2013,,6.0,12.0,,2.0,,47375,20,42.21635883905013
4216,CÓRDOBA,AYAPEL,23068,2014,,8.0,18.0,10.0,,,47285,36,76.13408057523527
4217,CÓRDOBA,AYAPEL,23068,2015,,9.0,12.0,31.0,5.0,,47165,57,120.85232693734761
4218,CÓRDOBA,AYAPEL,23068,2016,,11.0,10.0,43.0,1.0,,47045,65,138.1655861409289
4219,CÓRDOBA,AYAPEL,23068,2017,,24.0,8.0,36.0,2.0,,47036,70,148.822178756697
4220,CÓRDOBA,AYAPEL,23068,2018,,5.0,14.0,45.0,3.0,,46968,67,142.65031510815876
4221,CÓRDOBA,AYAPEL,23068,2019,,21.0,6.0,21.0,1.0,,47057,49,104.12903500010624
4222,CÓRDOBA,AYAPEL,23068,2020,,15.0,4.0,12.0,,,47247,31,65.61263148983004
4223,CÓRDOBA,AYAPEL,23068,2021,,15.0,6.0,13.0,,,47633,34,71.37908592782316
4224,CÓRDOBA,BUENAVISTA,23079,2012,,1.0,12.0,,1.0,,19847,14,70.53962815538873
4225,CÓRDOBA,BUENAVISTA,23079,2013,,,3.0,,3.0,1.0,20029,7,34.94932348095262
4226,CÓRDOBA,BUENAVISTA,23079,2014,,,8.0,4.0,1.0,,20227,13,64.27052949028526
4227,CÓRDOBA,BUENAVISTA,23079,2015,,4.0,8.0,15.0,2.0,,20422,29,142.0037214768387
4228,CÓRDOBA,BUENAVISTA,23079,2016,,3.0,8.0,4.0,1.0,1.0,20617,17,82.45622544502109
4229,CÓRDOBA,BUENAVISTA,23079,2017,,1.0,9.0,1.0,1.0,,20857,12,57.53464064822362
4230,CÓRDOBA,BUENAVISTA,23079,2018,,11.0,8.0,28.0,1.0,,21078,48,227.72559066325078
4231,CÓRDOBA,BUENAVISTA,23079,2019,,5.0,5.0,12.0,5.0,,21274,27,126.91548368901006
4232,CÓRDOBA,BUENAVISTA,23079,2020,,1.0,3.0,9.0,1.0,,21451,14,65.26502260966855
4233,CÓRDOBA,BUENAVISTA,23079,2021,,3.0,1.0,11.0,1.0,,21626,16,73.98501803384815
4234,CÓRDOBA,CANALETE,23090,2012,,1.0,1.0,,,,14756,2,13.55380862022228
4235,CÓRDOBA,CANALETE,23090,2013,,4.0,1.0,,,,14879,5,33.604408898447474
4236,CÓRDOBA,CANALETE,23090,2014,,,4.0,8.0,2.0,,14926,14,93.79606056545624
4237,CÓRDOBA,CANALETE,23090,2015,,,3.0,8.0,,,14974,11,73.46066515293175
4238,CÓRDOBA,CANALETE,23090,2016,,7.0,4.0,12.0,2.0,,15071,25,165.8814942605003
4239,CÓRDOBA,CANALETE,23090,2017,,6.0,12.0,14.0,1.0,,15225,33,216.7487684729064
4240,CÓRDOBA,CANALETE,23090,2018,,3.0,3.0,28.0,,,15353,34,221.45509021038237
4241,CÓRDOBA,CANALETE,23090,2019,,1.0,8.0,21.0,7.0,,15385,37,240.49398765030875
4242,CÓRDOBA,CANALETE,23090,2020,,3.0,1.0,4.0,,,15437,8,51.823540843428134
4243,CÓRDOBA,CANALETE,23090,2021,,3.0,,15.0,,,15563,18,115.65893465270193
4244,CÓRDOBA,CERETÉ,23162,2012,,1.0,19.0,2.0,1.0,,98697,23,23.30364651407844
4245,CÓRDOBA,CERETÉ,23162,2013,,24.0,14.0,1.0,7.0,,99821,46,46.08248765289869
4246,CÓRDOBA,CERETÉ,23162,2014,,21.0,14.0,100.0,6.0,,100954,141,139.66757136913841
4247,CÓRDOBA,CERETÉ,23162,2015,,22.0,8.0,130.0,13.0,,102105,173,169.43342637481024
4248,CÓRDOBA,CERETÉ,23162,2016,,40.0,26.0,119.0,6.0,,103241,191,185.00401972084734
4249,CÓRDOBA,CERETÉ,23162,2017,,68.0,13.0,95.0,5.0,,104390,181,173.3882555800364
4250,CÓRDOBA,CERETÉ,23162,2018,,81.0,31.0,117.0,3.0,,105815,232,219.25057884042906
4251,CÓRDOBA,CERETÉ,23162,2019,,64.0,23.0,102.0,10.0,,107234,199,185.57547046645652
4252,CÓRDOBA,CERETÉ,23162,2020,,51.0,20.0,85.0,6.0,,108409,162,149.4340875757548
4253,CÓRDOBA,CERETÉ,23162,2021,,69.0,23.0,123.0,5.0,,109299,220,201.28271987849843
4254,CÓRDOBA,CHIMÁ,23168,2012,,1.0,1.0,,,,16294,2,12.274456855284154
4255,CÓRDOBA,CHIMÁ,23168,2013,,6.0,2.0,,,,16489,8,48.51719328036873
4256,CÓRDOBA,CHIMÁ,23168,2014,,1.0,,4.0,,,16658,5,30.015608116220434
4257,CÓRDOBA,CHIMÁ,23168,2015,,2.0,1.0,6.0,1.0,,16806,10,59.50255861002023
4258,CÓRDOBA,CHIMÁ,23168,2016,,6.0,1.0,6.0,1.0,,17041,14,82.15480312188252
4259,CÓRDOBA,CHIMÁ,23168,2017,,1.0,2.0,5.0,,,17353,8,46.10153863885208
4260,CÓRDOBA,CHIMÁ,23168,2018,,3.0,1.0,14.0,1.0,,17529,19,108.39180786125848
4261,CÓRDOBA,CHIMÁ,23168,2019,,8.0,3.0,19.0,1.0,,17738,31,174.76603901229
4262,CÓRDOBA,CHIMÁ,23168,2020,,14.0,2.0,6.0,1.0,,17905,23,128.45573862049707
4263,CÓRDOBA,CHIMÁ,23168,2021,,2.0,,6.0,1.0,,18051,9,49.858733588166864
4264,CÓRDOBA,CHINÚ,23182,2012,,2.0,5.0,,,,45431,7,15.407981334331184
4265,CÓRDOBA,CHINÚ,23182,2013,,19.0,9.0,,4.0,,45782,32,69.89646585994495
4266,CÓRDOBA,CHINÚ,23182,2014,,6.0,2.0,47.0,6.0,,46158,61,132.1547727371203
4267,CÓRDOBA,CHINÚ,23182,2015,,17.0,6.0,64.0,4.0,,46514,91,195.64002235885968
4268,CÓRDOBA,CHINÚ,23182,2016,,22.0,4.0,34.0,2.0,,46948,62,132.06100366362784
4269,CÓRDOBA,CHINÚ,23182,2017,,15.0,4.0,81.0,5.0,,47454,105,221.26691111392086
4270,CÓRDOBA,CHINÚ,23182,2018,,16.0,5.0,142.0,3.0,,47917,166,346.43237264436425
4271,CÓRDOBA,CHINÚ,23182,2019,,25.0,5.0,111.0,7.0,,48323,148,306.27237547337705
4272,CÓRDOBA,CHINÚ,23182,2020,,15.0,5.0,31.0,3.0,,48694,54,110.89661970674004
4273,CÓRDOBA,CHINÚ,23182,2021,,19.0,14.0,107.0,5.0,,49092,145,295.3638067302208
4274,CÓRDOBA,CIÉNAGA DE ORO,23189,2012,,3.0,9.0,,,,56326,12,21.304548521109258
4275,CÓRDOBA,CIÉNAGA DE ORO,23189,2013,,9.0,8.0,,2.0,,56776,19,33.46484430040862
4276,CÓRDOBA,CIÉNAGA DE ORO,23189,2014,,2.0,2.0,22.0,1.0,,57198,27,47.20444770796182
4277,CÓRDOBA,CIÉNAGA DE ORO,23189,2015,,12.0,6.0,19.0,4.0,,57627,41,71.14720530306974
4278,CÓRDOBA,CIÉNAGA DE ORO,23189,2016,,13.0,4.0,45.0,1.0,,58047,63,108.53274071011421
4279,CÓRDOBA,CIÉNAGA DE ORO,23189,2017,,15.0,4.0,26.0,5.0,,58490,50,85.48469823901522
4280,CÓRDOBA,CIÉNAGA DE ORO,23189,2018,,27.0,5.0,62.0,2.0,,59086,96,162.47503638763837
4281,CÓRDOBA,CIÉNAGA DE ORO,23189,2019,,20.0,3.0,35.0,6.0,,59871,64,106.89649412904411
4282,CÓRDOBA,CIÉNAGA DE ORO,23189,2020,,17.0,5.0,33.0,2.0,,60521,57,94.18218469622114
4283,CÓRDOBA,CIÉNAGA DE ORO,23189,2021,,32.0,3.0,47.0,,,61016,82,134.39097941523536
4284,CÓRDOBA,COTORRA,23300,2012,,,4.0,,,,19232,4,20.798668885191347
4285,CÓRDOBA,COTORRA,23300,2013,,4.0,2.0,,1.0,,19247,7,36.369304307164754
4286,CÓRDOBA,COTORRA,23300,2014,,5.0,2.0,23.0,1.0,,19241,31,161.11428719921003
4287,CÓRDOBA,COTORRA,23300,2015,,5.0,1.0,24.0,1.0,,19182,31,161.60984256073402
4288,CÓRDOBA,COTORRA,23300,2016,,7.0,5.0,27.0,,,19070,39,204.50970110120608
4289,CÓRDOBA,COTORRA,23300,2017,,5.0,2.0,18.0,2.0,,19092,27,141.42049025769956
4290,CÓRDOBA,COTORRA,23300,2018,,6.0,5.0,11.0,1.0,,19041,23,120.79197521138595
4291,CÓRDOBA,COTORRA,23300,2019,,7.0,4.0,24.0,1.0,,19315,36,186.38363965829666
4292,CÓRDOBA,COTORRA,23300,2020,,3.0,6.0,1.0,,,19549,10,51.15351168857742
4293,CÓRDOBA,COTORRA,23300,2021,,6.0,,3.0,1.0,,19712,10,50.730519480519476
4294,CÓRDOBA,LA APARTADA,23350,2012,,,3.0,,,,15505,3,19.348597226701063
4295,CÓRDOBA,LA APARTADA,23350,2013,,5.0,4.0,,,,15410,9,58.40363400389357
4296,CÓRDOBA,LA APARTADA,23350,2014,,3.0,5.0,9.0,,,15272,17,111.31482451545313
4297,CÓRDOBA,LA APARTADA,23350,2015,,5.0,5.0,16.0,1.0,,15167,27,178.01806553702116
4298,CÓRDOBA,LA APARTADA,23350,2016,,6.0,5.0,12.0,4.0,,15093,27,178.89087656529517
4299,CÓRDOBA,LA APARTADA,23350,2017,,7.0,,18.0,,,14921,25,167.549091883922
4300,CÓRDOBA,LA APARTADA,23350,2018,,8.0,6.0,59.0,1.0,,14866,74,497.780169514328
4301,CÓRDOBA,LA APARTADA,23350,2019,,9.0,11.0,18.0,3.0,,15058,41,272.28051534068265
4302,CÓRDOBA,LA APARTADA,23350,2020,,4.0,4.0,16.0,2.0,,15218,26,170.85030884478905
4303,CÓRDOBA,LA APARTADA,23350,2021,,9.0,11.0,11.0,,,15342,31,202.05970538391344
4304,CÓRDOBA,LORICA,23417,2012,,5.0,23.0,1.0,2.0,,117326,31,26.422105927074984
4305,CÓRDOBA,LORICA,23417,2013,,38.0,25.0,,7.0,,116730,70,59.96744624346783
4306,CÓRDOBA,LORICA,23417,2014,,37.0,14.0,196.0,6.0,,116101,253,217.91371306018036
4307,CÓRDOBA,LORICA,23417,2015,,49.0,16.0,316.0,15.0,,115461,396,342.97295190583833
4308,CÓRDOBA,LORICA,23417,2016,,55.0,20.0,263.0,14.0,,114867,352,306.4413626193772
4309,CÓRDOBA,LORICA,23417,2017,,51.0,27.0,195.0,6.0,,114292,279,244.1115738634375
4310,CÓRDOBA,LORICA,23417,2018,,54.0,24.0,161.0,4.0,,113909,243,213.32818302329053
4311,CÓRDOBA,LORICA,23417,2019,,44.0,24.0,99.0,10.0,,114666,177,154.36136256606144
4312,CÓRDOBA,LORICA,23417,2020,,19.0,12.0,24.0,5.0,,115461,60,51.965598773611866
4313,CÓRDOBA,LORICA,23417,2021,,33.0,24.0,61.0,2.0,,116404,120,103.08924091955603
4314,CÓRDOBA,LOS CÓRDOBAS,23419,2012,,,4.0,,,,17093,4,23.40139238284678
4315,CÓRDOBA,LOS CÓRDOBAS,23419,2013,,1.0,2.0,1.0,,,17347,4,23.058742145615955
4316,CÓRDOBA,LOS CÓRDOBAS,23419,2014,,2.0,3.0,2.0,,,17634,7,39.696041737552456
4317,CÓRDOBA,LOS CÓRDOBAS,23419,2015,,4.0,2.0,14.0,1.0,,17888,21,117.39713774597496
4318,CÓRDOBA,LOS CÓRDOBAS,23419,2016,,11.0,4.0,12.0,,,18085,27,149.2949958529168
4319,CÓRDOBA,LOS CÓRDOBAS,23419,2017,,6.0,6.0,8.0,2.0,,18494,22,118.95749972964205
4320,CÓRDOBA,LOS CÓRDOBAS,23419,2018,,8.0,7.0,7.0,,,18717,22,117.54020409253619
4321,CÓRDOBA,LOS CÓRDOBAS,23419,2019,,5.0,5.0,12.0,4.0,,19038,26,136.5689673285009
4322,CÓRDOBA,LOS CÓRDOBAS,23419,2020,,3.0,7.0,1.0,,,19314,11,56.9535052293673
4323,CÓRDOBA,LOS CÓRDOBAS,23419,2021,,2.0,3.0,3.0,1.0,,19476,9,46.21072088724584
4324,CÓRDOBA,MOMIL,23464,2012,,,1.0,,,,18330,1,5.455537370430988
4325,CÓRDOBA,MOMIL,23464,2013,,3.0,2.0,,,,18553,5,26.949819436209776
4326,CÓRDOBA,MOMIL,23464,2014,,1.0,3.0,18.0,2.0,,18703,24,128.32165962679784
4327,CÓRDOBA,MOMIL,23464,2015,,11.0,1.0,32.0,1.0,,18904,45,238.0448582310622
4328,CÓRDOBA,MOMIL,23464,2016,,5.0,4.0,26.0,,,19180,35,182.4817518248175
4329,CÓRDOBA,MOMIL,23464,2017,,14.0,2.0,13.0,,,19318,29,150.11905994409358
4330,CÓRDOBA,MOMIL,23464,2018,,17.0,,18.0,1.0,,19590,36,183.76722817764164
4331,CÓRDOBA,MOMIL,23464,2019,,14.0,2.0,7.0,3.0,,19876,26,130.81102837593076
4332,CÓRDOBA,MOMIL,23464,2020,,4.0,4.0,4.0,1.0,,20117,13,64.62196152507829
4333,CÓRDOBA,MOMIL,23464,2021,,7.0,6.0,13.0,,,20285,26,128.17352723687455
4334,CÓRDOBA,MONTELÍBANO,23466,2012,,2.0,29.0,,5.0,,73175,36,49.1971301674069
4335,CÓRDOBA,MONTELÍBANO,23466,2013,,23.0,18.0,,8.0,,74553,49,65.72505465910157
4336,CÓRDOBA,MONTELÍBANO,23466,2014,,28.0,24.0,129.0,12.0,1.0,75933,194,255.48839108161144
4337,CÓRDOBA,MONTELÍBANO,23466,2015,,33.0,17.0,118.0,10.0,,77296,178,230.28358517905195
4338,CÓRDOBA,MONTELÍBANO,23466,2016,,36.0,25.0,102.0,8.0,,78682,171,217.33052032231006
4339,CÓRDOBA,MONTELÍBANO,23466,2017,,37.0,16.0,89.0,5.0,,80113,147,183.49081921785478
4340,CÓRDOBA,MONTELÍBANO,23466,2018,,43.0,39.0,172.0,7.0,,81641,261,319.6923114611531
4341,CÓRDOBA,MONTELÍBANO,23466,2019,,44.0,59.0,86.0,25.0,1.0,83908,215,256.233017113982
4342,CÓRDOBA,MONTELÍBANO,23466,2020,1.0,21.0,43.0,64.0,6.0,,85885,135,157.1869360190953
4343,CÓRDOBA,MONTELÍBANO,23466,2021,,36.0,37.0,53.0,8.0,,86603,134,154.7290509566643
4344,CÓRDOBA,MOÑITOS,23500,2012,,4.0,,,,,27159,4,14.728082771825179
4345,CÓRDOBA,MOÑITOS,23500,2013,,6.0,7.0,,,,27574,13,47.145862043954445
4346,CÓRDOBA,MOÑITOS,23500,2014,,3.0,1.0,10.0,1.0,,28034,15,53.506456445744455
4347,CÓRDOBA,MOÑITOS,23500,2015,,7.0,,20.0,1.0,,28477,28,98.32496400603998
4348,CÓRDOBA,MOÑITOS,23500,2016,,10.0,2.0,17.0,,,28837,29,100.56524603807607
4349,CÓRDOBA,MOÑITOS,23500,2017,,16.0,5.0,15.0,,,29258,36,123.04327021669286
4350,CÓRDOBA,MOÑITOS,23500,2018,,13.0,4.0,16.0,1.0,,29833,34,113.96775382965174
4351,CÓRDOBA,MOÑITOS,23500,2019,,13.0,4.0,8.0,2.0,,30242,27,89.27980953640632
4352,CÓRDOBA,MOÑITOS,23500,2020,,4.0,2.0,1.0,,,30580,7,22.890778286461742
4353,CÓRDOBA,MOÑITOS,23500,2021,,21.0,,8.0,1.0,,30837,30,97.28572818367545
4354,CÓRDOBA,PLANETA RICA,23555,2012,,2.0,18.0,,9.0,,62556,29,46.35846281731568
4355,CÓRDOBA,PLANETA RICA,23555,2013,,13.0,9.0,,8.0,,62778,30,47.787441460384215
4356,CÓRDOBA,PLANETA RICA,23555,2014,,10.0,6.0,63.0,10.0,,63003,89,141.2631144548672
4357,CÓRDOBA,PLANETA RICA,23555,2015,,27.0,12.0,114.0,9.0,,63261,162,256.08194622279126
4358,CÓRDOBA,PLANETA RICA,23555,2016,,29.0,24.0,52.0,8.0,,63538,113,177.84632818156064
4359,CÓRDOBA,PLANETA RICA,23555,2017,,34.0,6.0,41.0,11.0,,63802,92,144.19610670511895
4360,CÓRDOBA,PLANETA RICA,23555,2018,,48.0,10.0,145.0,12.0,,64205,215,334.8648859123121
4361,CÓRDOBA,PLANETA RICA,23555,2019,,43.0,32.0,82.0,17.0,,64465,174,269.9139067711161
4362,CÓRDOBA,PLANETA RICA,23555,2020,,24.0,13.0,25.0,10.0,,64776,72,111.15227862171174
4363,CÓRDOBA,PLANETA RICA,23555,2021,,32.0,25.0,82.0,6.0,,65305,145,222.03506622770078
4364,CÓRDOBA,PUEBLO NUEVO,23570,2012,,,3.0,,1.0,,32664,4,12.24589762429586
4365,CÓRDOBA,PUEBLO NUEVO,23570,2013,,4.0,2.0,,2.0,,33120,8,24.154589371980677
4366,CÓRDOBA,PUEBLO NUEVO,23570,2014,,,4.0,14.0,1.0,,33617,19,56.51902311330577
4367,CÓRDOBA,PUEBLO NUEVO,23570,2015,,8.0,3.0,32.0,6.0,,34090,49,143.73716632443532
4368,CÓRDOBA,PUEBLO NUEVO,23570,2016,,7.0,2.0,8.0,2.0,,34608,19,54.90060101710588
4369,CÓRDOBA,PUEBLO NUEVO,23570,2017,,12.0,,2.0,,,35041,14,39.95319768271453
4370,CÓRDOBA,PUEBLO NUEVO,23570,2018,,23.0,3.0,31.0,6.0,,35655,63,176.6933108960875
4371,CÓRDOBA,PUEBLO NUEVO,23570,2019,,27.0,6.0,25.0,6.0,,36112,64,177.22640673460344
4372,CÓRDOBA,PUEBLO NUEVO,23570,2020,,14.0,3.0,9.0,3.0,,36486,29,79.48254124869813
4373,CÓRDOBA,PUEBLO NUEVO,23570,2021,,19.0,1.0,13.0,3.0,,36784,36,97.86863853849499
4374,CÓRDOBA,PUERTO ESCONDIDO,23574,2012,,2.0,2.0,,,,21517,4,18.58995213087326
4375,CÓRDOBA,PUERTO ESCONDIDO,23574,2013,,11.0,3.0,,,,21869,14,64.0175591019251
4376,CÓRDOBA,PUERTO ESCONDIDO,23574,2014,,3.0,,6.0,,,22232,9,40.48218783735157
4377,CÓRDOBA,PUERTO ESCONDIDO,23574,2015,,,1.0,10.0,,,22545,11,48.79130627633622
4378,CÓRDOBA,PUERTO ESCONDIDO,23574,2016,,10.0,2.0,3.0,1.0,,22874,16,69.94841304537904
4379,CÓRDOBA,PUERTO ESCONDIDO,23574,2017,,8.0,10.0,19.0,1.0,,23270,38,163.3003867640739
4380,CÓRDOBA,PUERTO ESCONDIDO,23574,2018,,4.0,5.0,6.0,,,23649,15,63.42762907522517
4381,CÓRDOBA,PUERTO ESCONDIDO,23574,2019,,3.0,1.0,17.0,2.0,,24036,23,95.68979863538026
4382,CÓRDOBA,PUERTO ESCONDIDO,23574,2020,,2.0,2.0,8.0,1.0,,24364,13,53.357412575931704
4383,CÓRDOBA,PUERTO ESCONDIDO,23574,2021,,2.0,3.0,23.0,1.0,,24568,29,118.03972647346141
4384,CÓRDOBA,PUERTO LIBERTADOR,23580,2012,,1.0,15.0,,,,37213,16,42.9957272995996
4385,CÓRDOBA,PUERTO LIBERTADOR,23580,2013,,6.0,15.0,,1.0,,37977,22,57.92979961555679
4386,CÓRDOBA,PUERTO LIBERTADOR,23580,2014,,3.0,17.0,54.0,,,38714,74,191.1453221056982
4387,CÓRDOBA,PUERTO LIBERTADOR,23580,2015,,9.0,10.0,77.0,3.0,,39479,99,250.76623014767347
4388,CÓRDOBA,PUERTO LIBERTADOR,23580,2016,,16.0,11.0,28.0,,,40285,55,136.52724339084025
4389,CÓRDOBA,PUERTO LIBERTADOR,23580,2017,,11.0,13.0,39.0,1.0,,40979,64,156.17755435710976
4390,CÓRDOBA,PUERTO LIBERTADOR,23580,2018,,36.0,10.0,114.0,2.0,,41873,162,386.8841496907315
4391,CÓRDOBA,PUERTO LIBERTADOR,23580,2019,,29.0,11.0,69.0,4.0,,42835,113,263.80296486518034
4392,CÓRDOBA,PUERTO LIBERTADOR,23580,2020,2.0,14.0,18.0,48.0,5.0,,43573,87,199.66493011727445
4393,CÓRDOBA,PUERTO LIBERTADOR,23580,2021,,12.0,17.0,55.0,5.0,,43937,89,202.56276031590687
4394,CÓRDOBA,PURÍSIMA,23586,2013,,6.0,4.0,,,,16301,10,61.34592969756457
4395,CÓRDOBA,PURÍSIMA,23586,2014,,,,12.0,,,16431,12,73.03268212525106
4396,CÓRDOBA,PURÍSIMA,23586,2015,,9.0,4.0,21.0,1.0,,16593,35,210.93232085819324
4397,CÓRDOBA,PURÍSIMA,23586,2016,,10.0,3.0,33.0,1.0,,16797,47,279.81187116747043
4398,CÓRDOBA,PURÍSIMA,23586,2017,,7.0,2.0,13.0,2.0,,16996,24,141.20969639915276
4399,CÓRDOBA,PURÍSIMA,23586,2018,,7.0,1.0,16.0,,,17206,24,139.48622573520865
4400,CÓRDOBA,PURÍSIMA,23586,2019,,3.0,7.0,12.0,2.0,,17411,24,137.84389179254495
4401,CÓRDOBA,PURÍSIMA,23586,2020,,5.0,1.0,5.0,1.0,,17587,12,68.23221697844998
4402,CÓRDOBA,PURÍSIMA,23586,2021,,3.0,6.0,11.0,,,17731,20,112.79679657097738
4403,CÓRDOBA,SAHAGÚN,23660,2012,,5.0,13.0,,,,100791,18,17.858737387266718
4404,CÓRDOBA,SAHAGÚN,23660,2013,,15.0,13.0,,1.0,,101868,29,28.468213766835515
4405,CÓRDOBA,SAHAGÚN,23660,2014,,6.0,11.0,47.0,14.0,,102940,78,75.77229454050904
4406,CÓRDOBA,SAHAGÚN,23660,2015,,28.0,19.0,143.0,9.0,,104047,199,191.2597191653772
4407,CÓRDOBA,SAHAGÚN,23660,2016,,26.0,8.0,100.0,6.0,,105129,140,133.1697248142758
4408,CÓRDOBA,SAHAGÚN,23660,2017,,34.0,6.0,122.0,8.0,,106377,170,159.80898126474708
4409,CÓRDOBA,SAHAGÚN,23660,2018,,50.0,21.0,260.0,8.0,,107636,339,314.95038834590656
4410,CÓRDOBA,SAHAGÚN,23660,2019,,46.0,20.0,124.0,16.0,,109052,206,188.90070791915784
4411,CÓRDOBA,SAHAGÚN,23660,2020,,45.0,21.0,44.0,5.0,,110233,115,104.32447633648727
4412,CÓRDOBA,SAHAGÚN,23660,2021,,56.0,19.0,171.0,3.0,,111135,249,224.05182885679582
4413,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2012,,2.0,1.0,,,,42880,3,6.996268656716419
4414,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2013,,8.0,2.0,,2.0,,43795,12,27.400388172165776
4415,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2014,,3.0,3.0,18.0,1.0,,44724,25,55.89839906985064
4416,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2015,,13.0,,25.0,1.0,,45654,39,85.42515442239453
4417,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2016,,16.0,1.0,34.0,,,46586,51,109.4749495556605
4418,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2017,,24.0,4.0,20.0,,,47511,48,101.02923533497506
4419,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2018,,10.0,4.0,38.0,1.0,,48610,53,109.03106356716725
4420,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2019,,24.0,1.0,61.0,,,48215,86,178.3677278855128
4421,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2020,,8.0,2.0,20.0,,,48042,30,62.44536030972898
4422,CÓRDOBA,SAN ANDRÉS SOTAVENTO,23670,2021,,20.0,9.0,41.0,1.0,,48434,71,146.59123756039148
4423,CÓRDOBA,SAN ANTERO,23672,2012,,,21.0,,1.0,,30895,22,71.20893348438258
4424,CÓRDOBA,SAN ANTERO,23672,2013,,13.0,20.0,,2.0,,31405,35,111.44722177997134
4425,CÓRDOBA,SAN ANTERO,23672,2014,,4.0,9.0,28.0,2.0,,31871,43,134.91889178249818
4426,CÓRDOBA,SAN ANTERO,23672,2015,,12.0,6.0,55.0,1.0,,32353,74,228.72685686026023
4427,CÓRDOBA,SAN ANTERO,23672,2016,,8.0,10.0,41.0,1.0,,32818,60,182.82649765372662
4428,CÓRDOBA,SAN ANTERO,23672,2017,,17.0,6.0,40.0,1.0,,33391,64,191.6684136443952
4429,CÓRDOBA,SAN ANTERO,23672,2018,,18.0,6.0,46.0,,,33878,70,206.62376763681445
4430,CÓRDOBA,SAN ANTERO,23672,2019,,19.0,14.0,30.0,5.0,,34520,68,196.98725376593276
4431,CÓRDOBA,SAN ANTERO,23672,2020,,13.0,4.0,7.0,1.0,,35035,25,71.35721421435707
4432,CÓRDOBA,SAN ANTERO,23672,2021,,9.0,4.0,12.0,1.0,,35328,26,73.59601449275362
4433,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2012,,,2.0,,,,34585,2,5.782853838369236
4434,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2013,,15.0,8.0,,1.0,,34996,24,68.57926620185164
4435,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2014,,4.0,4.0,20.0,,,35331,28,79.25051654354533
4436,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2015,,4.0,2.0,26.0,3.0,,35739,35,97.93223089621982
4437,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2016,,13.0,3.0,40.0,1.0,,36162,57,157.62402521984404
4438,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2017,,13.0,9.0,32.0,1.0,,36479,55,150.77167685517693
4439,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2018,,12.0,3.0,43.0,1.0,,37007,59,159.42929715999676
4440,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2019,,18.0,1.0,12.0,,,37052,31,83.66619885566232
4441,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2020,,5.0,,4.0,,,37075,9,24.275118004045854
4442,CÓRDOBA,SAN BERNARDO DEL VIENTO,23675,2021,,8.0,4.0,12.0,,,37378,24,64.20889293167103
4443,CÓRDOBA,SAN CARLOS,23678,2012,,1.0,2.0,,,,25337,3,11.84039152227967
4444,CÓRDOBA,SAN CARLOS,23678,2013,,5.0,7.0,,,1.0,25608,13,50.76538581693221
4445,CÓRDOBA,SAN CARLOS,23678,2014,,2.0,2.0,13.0,,,25854,17,65.75384853407596
